"x","y"
84.8866787739098,73.0321054114029
14.6739721298218,11.566986842081
79.362062481232,66.0055467393249
78.0560023384169,64.4972102949396
32.6666231267154,32.3155263904482
86.8123799562454,12.4453702941537
86.5619761636481,25.0416872324422
69.889423600398,11.9051206856966
89.6050120005384,57.6541778631508
92.1578096225858,45.0154775753617
27.2192594362423,91.6656692046672
55.2494114497676,30.1558788865805
7.95095867943019,52.5899995816872
15.1320622768253,81.9410856813192
95.5035442486405,98.9339283667505
55.3954578237608,86.6637289524078
9.3715867260471,1.85947432182729
0.521561061032116,16.332254325971
18.1364423595369,12.3605705332011
50.7051035296172,9.67711524572223
3.48249452654272,73.3622380532324
10.115228779614,60.9319421229884
57.5302377576008,6.38969773426652
93.6286701122299,75.2923503285274
19.2823375109583,0.451315240934491
74.1700157523155,49.8112207744271
67.8154119988903,99.4240945437923
8.88010829221457,18.933435739018
4.64047631248832,64.7244041552767
59.6404018811882,90.5218242201954
89.9942284915596,51.1347029358149
82.6120998244733,74.2616371018812
13.7604764429852,24.0085195051506
99.3387562921271,8.6196428630501
59.9596759071574,73.7220452865586
93.9799808664247,55.2626847987995
44.3972887238488,87.8763548796996
85.3147191694006,32.7835738426074
5.33167356625199,37.8971671219915
90.0834680534899,72.440694202669
27.0447198068723,24.0784626221284
18.0147863691673,88.0478559760377
44.1633173031732,10.2043476421386
22.9864787776023,64.2504658550024
35.8152341330424,53.8071726681665
72.0697093056515,54.1072875261307
76.0653368895873,32.7593166613951
79.0792279411107,73.8126403419301
32.9754489473999,4.3690144084394
48.9533563610166,34.617810184136
71.0527179064229,7.46197076514363
63.0454560276121,45.6308922264725
30.8089404599741,89.8520857328549
43.4365208726376,22.7578236488625
56.2149548670277,77.8118656715378
87.3119403608143,59.1008443385363
94.0990495728329,17.6083140075207
31.3412329414859,79.1439225431532
69.5591653464362,92.6197052700445
96.8699190532789,47.7043402846903
49.964260798879,30.4155144607648
28.6437375936657,77.0608286140487
6.4294446259737,99.0255875745788
38.9189044013619,77.6175333885476
41.8034156551585,74.3678541621193
79.8364721005782,77.5136374169961
76.1167115299031,44.4568841950968
36.333291977644,73.2969634234905
3.34636433981359,30.713688232936
79.5800993219018,25.6924623157829
41.0360272042453,52.2840503370389
73.2191561022773,7.8389483736828
30.5859135463834,7.49507234431803
84.7841509385034,43.5787859838456
10.9018432674929,89.523259899579
56.8185593467206,83.1147247925401
18.7156457221135,66.2752845324576
23.0745409848168,25.7276995340362
30.4936100030318,54.21937846113
53.7502438295633,43.7779214931652
58.2483164966106,53.5828784573823
79.2808666126803,38.366061472334
56.9929182529449,0.863042031414807
44.490309827961,45.0825945939869
0.861689820885658,99.816777347587
35.2806139038876,26.9298463128507
13.4655670262873,60.132773546502
81.0899802716449,6.55388915911317
27.1126565057784,56.2092824606225
4.92193847894669,89.4443024182692
69.1733211046085,9.94111765176058
52.1538214525208,26.5439520124346
33.2499518990517,32.6860990840942
48.7501661991701,73.0065537150949
36.6990756709129,5.59619560372084
78.5478245234117,51.3068740256131
1.99253330938518,10.4555116966367
16.1268973024562,74.9644926050678
42.8610248956829,45.7456523319706
10.2205869741738,65.518340957351
